fuel_purchase_id: FUEL00000001, trip_id: TRIP00051284, truck_id: TRK00045, driver_id: DRV00102, purchase_date: 2023-10-22 05:00:00, location_city: Columbus, location_state: MN, gallons: 131.6, price_per_gallon: 3.399, total_cost: 447.31, fuel_card_number: FC567161
fuel_purchase_id: FUEL00000104, trip_id: TRIP00048184, truck_id: TRK00030, driver_id: DRV00085, purchase_date: 2023-09-11 12:00:00, location_city: Seattle, location_state: PA, gallons: 78.5, price_per_gallon: 3.356, total_cost: 263.45, fuel_card_number: FC619343
fuel_purchase_id: FUEL00000105, trip_id: TRIP00049108, truck_id: TRK00085, driver_id: DRV00142, purchase_date: 2023-09-23 15:00:00, location_city: Philadelphia, location_state: MO, gallons: 178.6, price_per_gallon: 4.322, total_cost: 771.91, fuel_card_number: FC648155
fuel_purchase_id: FUEL00000106, trip_id: TRIP00051363, truck_id: TRK00082, driver_id: DRV00026, purchase_date: 2023-10-24 03:00:00, location_city: New York, location_state: MN, gallons: 155.5, price_per_gallon: 3.94, total_cost: 612.67, fuel_card_number: FC975980
fuel_purchase_id: FUEL00000107, trip_id: TRIP00030503, truck_id: TRK00083, driver_id: DRV00038, purchase_date: 2023-01-26 06:00:00, location_city: Chicago, location_state: NV, gallons: 172.1, price_per_gallon: 4.099, total_cost: 705.44, fuel_card_number: FC178997
fuel_purchase_id: FUEL00000108, trip_id: TRIP00001597, truck_id: TRK00001, driver_id: nan, purchase_date: 2022-01-20 08:00:00, location_city: Indianapolis, location_state: MO, gallons: 189.0, price_per_gallon: 4.333, total_cost: 818.94, fuel_card_number: FC107669
fuel_purchase_id: FUEL00000109, trip_id: TRIP00030816, truck_id: TRK00016, driver_id: DRV00092, purchase_date: 2023-01-31 07:00:00, location_city: Los Angeles, location_state: UT, gallons: 189.8, price_per_gallon: 3.868, total_cost: 734.15, fuel_card_number: FC636480
fuel_purchase_id: FUEL00000110, trip_id: TRIP00071963, truck_id: TRK00001, driver_id: DRV00112, purchase_date: 2024-07-13 07:00:00, location_city: Miami, location_state: NC, gallons: 115.7, price_per_gallon: 3.992, total_cost: 461.87, fuel_card_number: FC696075
fuel_purchase_id: FUEL00000111, trip_id: TRIP00053935, truck_id: TRK00048, driver_id: DRV00078, purchase_date: 2023-11-26 20:00:00, location_city: Miami, location_state: OH, gallons: 156.9, price_per_gallon: 3.606, total_cost: 565.78, fuel_card_number: FC352010
fuel_purchase_id: FUEL00000112, trip_id: TRIP00081338, truck_id: nan, driver_id: DRV00142, purchase_date: 2024-11-08 11:00:00, location_city: Kansas City, location_state: TN, gallons: 64.3, price_per_gallon: 3.476, total_cost: 223.51, fuel_card_number: FC971788
fuel_purchase_id: FUEL00000113, trip_id: TRIP00027579, truck_id: TRK00020, driver_id: DRV00144, purchase_date: 2022-12-20 18:00:00, location_city: Kansas City, location_state: NC, gallons: 62.9, price_per_gallon: 4.214, total_cost: 265.06, fuel_card_number: FC481001
fuel_purchase_id: FUEL00000114, trip_id: TRIP00030642, truck_id: TRK00112, driver_id: DRV00069, purchase_date: 2023-01-28 17:00:00, location_city: Los Angeles, location_state: OR, gallons: 99.1, price_per_gallon: 3.891, total_cost: 385.6, fuel_card_number: FC999854
fuel_purchase_id: FUEL00000115, trip_id: TRIP00025599, truck_id: TRK00041, driver_id: DRV00147, purchase_date: 2022-11-24 10:00:00, location_city: Los Angeles, location_state: NY, gallons: 177.3, price_per_gallon: 4.111, total_cost: 728.88, fuel_card_number: FC890349
fuel_purchase_id: FUEL00000116, trip_id: TRIP00043772, truck_id: TRK00092, driver_id: DRV00107, purchase_date: 2023-07-17 07:00:00, location_city: New York, location_state: NE, gallons: 129.8, price_per_gallon: 3.689, total_cost: 478.83, fuel_card_number: FC314948
fuel_purchase_id: FUEL00000117, trip_id: TRIP00039916, truck_id: TRK00079, driver_id: DRV00085, purchase_date: 2023-05-29 17:00:00, location_city: Columbus, location_state: UT, gallons: 161.7, price_per_gallon: 3.519, total_cost: 569.02, fuel_card_number: FC870393
fuel_purchase_id: FUEL00000118, trip_id: TRIP00011573, truck_id: TRK00089, driver_id: DRV00124, purchase_date: 2022-05-30 09:00:00, location_city: Houston, location_state: TX, gallons: 80.9, price_per_gallon: 4.111, total_cost: 332.58, fuel_card_number: FC684258
fuel_purchase_id: FUEL00000119, trip_id: TRIP00004143, truck_id: TRK00115, driver_id: DRV00112, purchase_date: 2022-02-24 17:00:00, location_city: Portland, location_state: TN, gallons: 133.4, price_per_gallon: 4.317, total_cost: 575.89, fuel_card_number: FC623915
fuel_purchase_id: FUEL00000120, trip_id: TRIP00006586, truck_id: TRK00099, driver_id: DRV00139, purchase_date: 2022-03-28 14:00:00, location_city: Kansas City, location_state: IL, gallons: 175.7, price_per_gallon: 4.082, total_cost: 717.21, fuel_card_number: FC323921
fuel_purchase_id: FUEL00000121, trip_id: TRIP00045800, truck_id: TRK00059, driver_id: DRV00066, purchase_date: 2023-08-13 21:00:00, location_city: Chicago, location_state: TN, gallons: 177.7, price_per_gallon: 3.871, total_cost: 687.88, fuel_card_number: FC592867
fuel_purchase_id: FUEL00000122, trip_id: TRIP00036577, truck_id: TRK00091, driver_id: DRV00036, purchase_date: 2023-04-15 02:00:00, location_city: Chicago, location_state: MO, gallons: 147.7, price_per_gallon: 3.845, total_cost: 567.91, fuel_card_number: FC802875
fuel_purchase_id: FUEL00000123, trip_id: TRIP00076582, truck_id: TRK00020, driver_id: DRV00038, purchase_date: 2024-09-12 00:00:00, location_city: Kansas City, location_state: TN, gallons: 70.4, price_per_gallon: 3.654, total_cost: 257.24, fuel_card_number: FC227143
fuel_purchase_id: FUEL00000124, trip_id: TRIP00029048, truck_id: TRK00035, driver_id: DRV00147, purchase_date: 2023-01-09 00:00:00, location_city: Salt Lake City, location_state: NV, gallons: 105.9, price_per_gallon: 3.792, total_cost: 401.57, fuel_card_number: FC180355
fuel_purchase_id: FUEL00000125, trip_id: TRIP00047095, truck_id: TRK00036, driver_id: DRV00004, purchase_date: 2023-08-29 09:00:00, location_city: Las Vegas, location_state: AZ, gallons: 62.6, price_per_gallon: 3.333, total_cost: 208.65, fuel_card_number: FC117768
fuel_purchase_id: FUEL00000126, trip_id: TRIP00017186, truck_id: TRK00058, driver_id: DRV00006, purchase_date: 2022-08-08 05:00:00, location_city: Houston, location_state: IL, gallons: 57.9, price_per_gallon: 4.708, total_cost: 272.59, fuel_card_number: FC826067
fuel_purchase_id: FUEL00000127, trip_id: TRIP00030720, truck_id: TRK00007, driver_id: DRV00084, purchase_date: 2023-01-28 12:00:00, location_city: Phoenix, location_state: WA, gallons: 62.9, price_per_gallon: 3.399, total_cost: 213.8, fuel_card_number: FC546096
fuel_purchase_id: FUEL00000128, trip_id: TRIP00034291, truck_id: TRK00103, driver_id: DRV00121, purchase_date: 2023-03-15 08:00:00, location_city: Denver, location_state: FL, gallons: 58.9, price_per_gallon: 4.116, total_cost: 242.43, fuel_card_number: FC728442
fuel_purchase_id: FUEL00000129, trip_id: TRIP00085183, truck_id: TRK00063, driver_id: DRV00055, purchase_date: 2024-12-29 11:00:00, location_city: New York, location_state: PA, gallons: 108.6, price_per_gallon: 3.157, total_cost: 342.85, fuel_card_number: FC498417
fuel_purchase_id: FUEL00000130, trip_id: TRIP00024332, truck_id: TRK00045, driver_id: DRV00051, purchase_date: 2022-11-09 08:00:00, location_city: Denver, location_state: PA, gallons: 59.0, price_per_gallon: 4.77, total_cost: 281.43, fuel_card_number: FC379869
fuel_purchase_id: FUEL00000131, trip_id: TRIP00043823, truck_id: TRK00040, driver_id: DRV00075, purchase_date: 2023-07-17 03:00:00, location_city: New York, location_state: TN, gallons: 145.4, price_per_gallon: 3.306, total_cost: 480.69, fuel_card_number: FC916464
fuel_purchase_id: FUEL00000132, trip_id: TRIP00053242, truck_id: TRK00024, driver_id: DRV00053, purchase_date: 2023-11-18 13:00:00, location_city: Oklahoma City, location_state: OK, gallons: 132.4, price_per_gallon: 3.912, total_cost: 517.95, fuel_card_number: FC577174
fuel_purchase_id: FUEL00000133, trip_id: TRIP00054542, truck_id: TRK00036, driver_id: DRV00009, purchase_date: 2023-12-04 22:00:00, location_city: Charlotte, location_state: OK, gallons: 168.4, price_per_gallon: 4.071, total_cost: 685.56, fuel_card_number: FC655727
fuel_purchase_id: FUEL00000134, trip_id: TRIP00011851, truck_id: TRK00091, driver_id: DRV00104, purchase_date: 2022-06-03 13:00:00, location_city: Las Vegas, location_state: CO, gallons: 145.1, price_per_gallon: 4.829, total_cost: 700.69, fuel_card_number: FC766216
fuel_purchase_id: FUEL00000135, trip_id: TRIP00065454, truck_id: TRK00095, driver_id: DRV00081, purchase_date: 2024-04-22 06:00:00, location_city: Las Vegas, location_state: NV, gallons: 111.4, price_per_gallon: 3.733, total_cost: 415.86, fuel_card_number: FC986042
fuel_purchase_id: FUEL00000136, trip_id: TRIP00033659, truck_id: TRK00115, driver_id: DRV00011, purchase_date: 2023-03-08 11:00:00, location_city: Memphis, location_state: IL, gallons: 120.9, price_per_gallon: 3.303, total_cost: 399.33, fuel_card_number: FC378393
fuel_purchase_id: FUEL00000137, trip_id: TRIP00002779, truck_id: TRK00064, driver_id: DRV00107, purchase_date: 2022-02-07 16:00:00, location_city: Omaha, location_state: WI, gallons: 85.4, price_per_gallon: 4.544, total_cost: 388.06, fuel_card_number: FC572410
fuel_purchase_id: FUEL00000138, trip_id: TRIP00009853, truck_id: TRK00071, driver_id: DRV00145, purchase_date: 2022-05-08 11:00:00, location_city: Nashville, location_state: TX, gallons: 103.9, price_per_gallon: 4.309, total_cost: 447.71, fuel_card_number: FC896921
fuel_purchase_id: FUEL00000139, trip_id: TRIP00003149, truck_id: TRK00086, driver_id: DRV00143, purchase_date: 2022-02-10 18:00:00, location_city: Kansas City, location_state: MN, gallons: 89.5, price_per_gallon: 4.869, total_cost: 435.78, fuel_card_number: FC135473
fuel_purchase_id: FUEL00000140, trip_id: TRIP00004499, truck_id: TRK00082, driver_id: DRV00092, purchase_date: 2022-02-27 15:00:00, location_city: Houston, location_state: FL, gallons: 80.4, price_per_gallon: 4.416, total_cost: 355.05, fuel_card_number: FC774403
fuel_purchase_id: FUEL00000141, trip_id: TRIP00018519, truck_id: TRK00065, driver_id: DRV00066, purchase_date: 2022-08-26 02:00:00, location_city: Houston, location_state: TX, gallons: 169.0, price_per_gallon: 3.567, total_cost: 602.82, fuel_card_number: FC325878
fuel_purchase_id: FUEL00000142, trip_id: TRIP00045399, truck_id: TRK00063, driver_id: DRV00053, purchase_date: 2023-08-06 11:00:00, location_city: Omaha, location_state: NV, gallons: 147.6, price_per_gallon: 3.94, total_cost: 581.54, fuel_card_number: FC200341
fuel_purchase_id: FUEL00000143, trip_id: TRIP00067735, truck_id: TRK00069, driver_id: DRV00051, purchase_date: 2024-05-22 08:00:00, location_city: Memphis, location_state: NY, gallons: 81.2, price_per_gallon: 4.052, total_cost: 329.02, fuel_card_number: FC670569
fuel_purchase_id: FUEL00000144, trip_id: TRIP00047619, truck_id: TRK00057, driver_id: DRV00077, purchase_date: 2023-09-04 12:00:00, location_city: Charlotte, location_state: OR, gallons: 91.8, price_per_gallon: 4.088, total_cost: 375.28, fuel_card_number: FC714554
fuel_purchase_id: FUEL00000145, trip_id: TRIP00015830, truck_id: TRK00080, driver_id: DRV00110, purchase_date: 2022-07-24 06:00:00, location_city: Milwaukee, location_state: NY, gallons: 118.7, price_per_gallon: 4.982, total_cost: 591.36, fuel_card_number: FC145698
fuel_purchase_id: FUEL00000146, trip_id: TRIP00050961, truck_id: TRK00050, driver_id: DRV00104, purchase_date: 2023-10-19 11:00:00, location_city: Phoenix, location_state: NC, gallons: 156.4, price_per_gallon: 3.371, total_cost: 527.22, fuel_card_number: FC568751
fuel_purchase_id: FUEL00000147, trip_id: TRIP00047350, truck_id: TRK00086, driver_id: DRV00017, purchase_date: 2023-09-02 19:00:00, location_city: Oklahoma City, location_state: NC, gallons: 183.4, price_per_gallon: 4.283, total_cost: 785.5, fuel_card_number: FC223672
fuel_purchase_id: FUEL00000148, trip_id: TRIP00051724, truck_id: TRK00059, driver_id: DRV00071, purchase_date: 2023-10-27 11:00:00, location_city: Houston, location_state: AZ, gallons: 131.4, price_per_gallon: 4.058, total_cost: 533.22, fuel_card_number: FC471351
fuel_purchase_id: FUEL00000149, trip_id: TRIP00024075, truck_id: TRK00019, driver_id: DRV00112, purchase_date: 2022-11-04 14:00:00, location_city: Charlotte, location_state: OR, gallons: 183.1, price_per_gallon: 3.865, total_cost: 707.68, fuel_card_number: FC148265
fuel_purchase_id: FUEL00000150, trip_id: TRIP00024618, truck_id: TRK00039, driver_id: DRV00041, purchase_date: 2022-11-12 11:00:00, location_city: Nashville, location_state: FL, gallons: 67.5, price_per_gallon: 3.478, total_cost: 234.77, fuel_card_number: FC380243
fuel_purchase_id: FUEL00000151, trip_id: TRIP00056784, truck_id: TRK00111, driver_id: DRV00119, purchase_date: 2024-01-02 00:00:00, location_city: Kansas City, location_state: CA, gallons: 134.0, price_per_gallon: 3.727, total_cost: 499.42, fuel_card_number: FC405921
fuel_purchase_id: FUEL00000152, trip_id: TRIP00053903, truck_id: TRK00060, driver_id: DRV00110, purchase_date: 2023-11-24 20:00:00, location_city: Minneapolis, location_state: FL, gallons: 149.0, price_per_gallon: 3.385, total_cost: 504.36, fuel_card_number: FC566460
fuel_purchase_id: FUEL00000153, trip_id: TRIP00064891, truck_id: TRK00106, driver_id: DRV00124, purchase_date: 2024-04-16 14:00:00, location_city: Phoenix, location_state: MN, gallons: 148.9, price_per_gallon: 3.34, total_cost: 497.33, fuel_card_number: FC813360
fuel_purchase_id: FUEL00000154, trip_id: TRIP00060396, truck_id: TRK00062, driver_id: DRV00128, purchase_date: 2024-02-18 06:00:00, location_city: Memphis, location_state: CA, gallons: 134.8, price_per_gallon: 3.174, total_cost: 427.86, fuel_card_number: FC493350
fuel_purchase_id: FUEL00000155, trip_id: TRIP00017805, truck_id: TRK00018, driver_id: DRV00032, purchase_date: 2022-08-16 05:00:00, location_city: Minneapolis, location_state: CA, gallons: 165.7, price_per_gallon: 3.716, total_cost: 615.74, fuel_card_number: FC583140
fuel_purchase_id: FUEL00000156, trip_id: TRIP00016075, truck_id: TRK00089, driver_id: DRV00025, purchase_date: 2022-07-26 23:00:00, location_city: Charlotte, location_state: AZ, gallons: 125.5, price_per_gallon: 4.092, total_cost: 513.55, fuel_card_number: FC324950
fuel_purchase_id: FUEL00000157, trip_id: TRIP00030036, truck_id: TRK00012, driver_id: DRV00028, purchase_date: 2023-01-21 22:00:00, location_city: Houston, location_state: OH, gallons: 68.9, price_per_gallon: 3.97, total_cost: 273.53, fuel_card_number: FC160036
fuel_purchase_id: FUEL00000158, trip_id: TRIP00017126, truck_id: TRK00063, driver_id: DRV00110, purchase_date: 2022-08-07 12:00:00, location_city: Phoenix, location_state: NE, gallons: 55.2, price_per_gallon: 4.808, total_cost: 265.4, fuel_card_number: FC363460
fuel_purchase_id: FUEL00000159, trip_id: TRIP00055403, truck_id: TRK00054, driver_id: DRV00100, purchase_date: 2023-12-15 21:00:00, location_city: Chicago, location_state: IL, gallons: 174.9, price_per_gallon: 4.326, total_cost: 756.62, fuel_card_number: FC666253
fuel_purchase_id: FUEL00000160, trip_id: TRIP00040271, truck_id: TRK00015, driver_id: DRV00118, purchase_date: 2023-06-01 05:00:00, location_city: Omaha, location_state: MN, gallons: 81.1, price_per_gallon: 3.461, total_cost: 280.69, fuel_card_number: FC312962
fuel_purchase_id: FUEL00000161, trip_id: TRIP00002050, truck_id: TRK00093, driver_id: DRV00109, purchase_date: 2022-01-28 10:00:00, location_city: Milwaukee, location_state: NC, gallons: 138.8, price_per_gallon: 4.675, total_cost: 648.89, fuel_card_number: FC270828
fuel_purchase_id: FUEL00000162, trip_id: TRIP00045120, truck_id: TRK00068, driver_id: DRV00074, purchase_date: 2023-08-04 04:00:00, location_city: Miami, location_state: NE, gallons: 91.5, price_per_gallon: 3.682, total_cost: 336.9, fuel_card_number: FC505741
fuel_purchase_id: FUEL00000163, trip_id: TRIP00048936, truck_id: TRK00085, driver_id: DRV00123, purchase_date: 2023-09-22 10:00:00, location_city: Las Vegas, location_state: IN, gallons: 105.2, price_per_gallon: 3.481, total_cost: 366.2, fuel_card_number: FC269237
fuel_purchase_id: FUEL00000164, trip_id: TRIP00043911, truck_id: TRK00023, driver_id: DRV00039, purchase_date: 2023-07-19 21:00:00, location_city: Phoenix, location_state: CO, gallons: 72.0, price_per_gallon: 4.327, total_cost: 311.54, fuel_card_number: FC774769
fuel_purchase_id: FUEL00000165, trip_id: TRIP00063847, truck_id: TRK00025, driver_id: DRV00018, purchase_date: 2024-04-02 12:00:00, location_city: Minneapolis, location_state: TX, gallons: 81.5, price_per_gallon: 3.239, total_cost: 263.98, fuel_card_number: FC641238
fuel_purchase_id: FUEL00000166, trip_id: TRIP00006150, truck_id: TRK00068, driver_id: DRV00070, purchase_date: 2022-03-22 04:00:00, location_city: New York, location_state: NC, gallons: 192.1, price_per_gallon: 3.542, total_cost: 680.42, fuel_card_number: FC729071
fuel_purchase_id: FUEL00000167, trip_id: TRIP00011786, truck_id: TRK00061, driver_id: DRV00030, purchase_date: 2022-06-01 11:00:00, location_city: Phoenix, location_state: NV, gallons: 118.0, price_per_gallon: 3.605, total_cost: 425.39, fuel_card_number: FC716030
fuel_purchase_id: FUEL00000168, trip_id: TRIP00024722, truck_id: TRK00060, driver_id: DRV00100, purchase_date: 2022-11-14 21:00:00, location_city: Salt Lake City, location_state: WA, gallons: 163.9, price_per_gallon: 3.741, total_cost: 613.15, fuel_card_number: FC718686
fuel_purchase_id: FUEL00000169, trip_id: TRIP00079536, truck_id: TRK00006, driver_id: DRV00015, purchase_date: 2024-10-18 00:00:00, location_city: Atlanta, location_state: TN, gallons: 161.0, price_per_gallon: 3.272, total_cost: 526.79, fuel_card_number: FC826799
fuel_purchase_id: FUEL00000170, trip_id: TRIP00070166, truck_id: TRK00015, driver_id: DRV00041, purchase_date: 2024-06-20 08:00:00, location_city: Miami, location_state: MI, gallons: 95.3, price_per_gallon: 4.03, total_cost: 384.06, fuel_card_number: FC208612
fuel_purchase_id: FUEL00000171, trip_id: TRIP00049966, truck_id: TRK00070, driver_id: DRV00090, purchase_date: 2023-10-05 10:00:00, location_city: Houston, location_state: OK, gallons: 75.9, price_per_gallon: 4.36, total_cost: 330.92, fuel_card_number: FC102465
